,primary_name
2476,Michael J. Pagan
2477,Michael Keaton
2478,Michael Kelly
2479,Michael Kirby
2480,Michael Kopsa
2481,Michael Landes
2482,Michael Lee Gogin
2483,Michael Lerner
2484,Michael Lomenda
2485,Michael Madsen
2486,Michael McDonald
2487,Michael McKean
2488,Michael Moshonov
2489,Michael Mosley
2490,Michael Murphy
2491,Michael Nouri
2492,Michael Nyqvist
2493,Michael Paré
2494,Michael Parks
2495,Michael Pate
2496,Michael Peña
2497,Michael Pitt
2498,Michael Preston
2499,Michael Rapaport
2500,Michael Rennie
2501,Michael Richards
2502,Michael Rispoli
2503,Michael Rooker
2504,Michael Rosenbaum
2505,Michael Scholes
2506,Michael Shannon
2507,Michael Sheen
2508,Michael Strong
2509,Michael Stuhlbarg
2510,Michael Taliferro
2511,Michael Treanor
2512,Michael Tucker
2513,Michael Vartan
2514,Michael V. Gazzo
2515,Michael Weston
2516,Michael Wincott
2517,Michael Yare
2518,Michael York
2519,Michael Zegen
2520,Micheál Richardson
2521,Michel Auclair
2522,Michel Blanc
2523,Michel Constantin
2524,Michel Côté
2525,Michel Duchaussoy
2526,Michel Muller
2527,Michiel Huisman
2528,Mickey Rourke
2529,Mick Ford
2530,Miguel Ferrer
2531,Mikael Persbrandt
2532,Mike Colter
2533,Mike Epps
2534,Mike Minett
2535,Mike Myers
2536,Mike Starr
2537,Mike Tyson
2538,Mike Vogel
2539,Mike White
2540,Mikkel Boe Følsgaard
2541,Milan Maric
2542,Miles Fisher
2543,Miles Heizer
2544,Miles Teller
2545,Milo Ventimiglia
2546,Minoru Chiaki
2547,Miquel Fernández
2548,Misha Gabriel Hamilton
2549,Misha Osherovich
2550,Mitchell Ryan
2551,Mitchel Musso
2552,Mitch Pileggi
2553,Mithun Chakraborty
2554,Mitsuo Iwata
2555,Miyavi
2556,Mohamed Bouich
2557,Mohan Joshi
2558,Mohanlal
2559,Mohd. Zeeshan Ayyub
2560,Moisés Acevedo
2561,Moises Arias
2562,Momo Dione
2563,Montgomery Clift
2564,Moon Chang-gil
2565,Morgan Allen
2566,Morgan Freeman
2567,Moritz Bleibtreu
2568,Morris Chestnut
2569,Moses Gunn
2570,Mothusi Magano
2571,Muharrem Bayrak
2572,Mukesh Chhabra
2573,Mukesh Rishi
2574,Mungo McKay
2575,Murat Serezli
2576,Murilo Benício
2577,Murray Hamilton
2578,Mustafa Avkiran
2579,Mustafa Kamel
2580,Muzaffer Özdemir
2581,Nacho Martínez
2582,Naci Tasdögen
2583,Nadir Saribacak
2584,Naga Chaitanya Akkineni
2585,Nagarjuna Akkineni
2586,Na-kel Smith
2587,Nana Patekar
2588,Nandish Singh
2589,Nani
2590,Naoto Takenaka
2591,Narain
2592,Nas
2593,Naseeruddin Shah
2594,Nassar
2595,Nate Parker
2596,Nathan Fillion
2597,Nathan Gamble
2598,Nathaniel Brown
2599,Nathan Lane
2600,Nathan Meister
2601,Nathan Parsons
2602,Nathan Phillips
2603,Nathan West
2604,Nat Wolff
2605,Naveen Andrews
2606,Navid Negahban
2607,Nawazuddin Siddiqui
2608,Ned Beatty
2609,Ned Dennehy
2610,Ned Dowd
2611,Neel Sethi
2612,Neeraj Kabi
2613,Neil Affleck
2614,Neil Brown Jr.
2615,Neil Maskell
2616,Neil Nitin Mukesh
2617,Neil Patrick Harris
2618,Nellie
2619,Nelly
2620,Nelsan Ellis
2621,Nestor Serrano
2622,Ne-Yo
2623,Nicholas Ball
2624,Nicholas Clay
2625,Nicholas D'Agosto
2626,Nicholas Elia
2627,Nicholas Hoult
2628,Nicholas Kadi
2629,Nick Alachiotis
2630,Nick Cannon
2631,Nick Cassavetes
2632,Nick Frost
2633,Nick Loren
2634,Nick Nevern
2635,Nick Nolte
2636,Nick Offerman
2637,Nick Reding
2638,Nick Stabile
2639,Nick Stahl
2640,Nick Sullivan
2641,Nick Thune
2642,Nicky Katt
2643,Nick Zano
2644,Nico Hiraga
2645,Nicolai Cleve Broch
2646,Nicolas Cage
2647,Nicolas Duvauchelle
2648,Nien-Jen Wu
2649,Nigel Bennett
2650,Nigel Bruce
2651,Nigel Terry
2652,Nikolai Witschl
2653,Nikolaj Coster-Waldau
2654,Nikolaj Lie Kaas
2655,Nikolay Grinko
2656,Niles McMaster
2657,Nipsey Russell
2658,Nivin Pauly
2659,Noah Bean
2660,Noah Emmerich
2661,Noah Jupe
2662,Noah Schnapp
2663,Noah Taylor
2664,Noël Coward
2665,Noel Fisher
2666,Norberto Gonzalo
2667,Norman Burton
2668,Norman Kerry
2669,Norman Reedus
2670,Nozomu Sasaki
2671,Nuri Bilge Ceylan
2672,Oakes Fegley
2673,Oaklee Pendergast
2674,Obba Babatundé
2675,Odd-Magnus Williamson
2676,Oh Jeong-Se
2677,Okko
2678,Ólafur Darri Ólafsson
2679,Oleg Yankovskiy
2680,Oleksandr Dsiadevych
2681,Oliver Bodart
2682,Oliver Clark
2683,Oliver Cooper
2684,Oliver Driver
2685,Oliver Jackson-Cohen
2686,Oliver James
2687,Oliver Maltman
2688,Oliver Platt
2689,Oliver Reed
2690,Olivier Gourmet
2691,Olivier Martinez
2692,Olly Alexander
2693,Omar Benson Miller
2694,Omar Epps
2695,Omar Gooding
2696,Omar Sharif
2697,Omar Sy
2698,Om Puri
2699,Omri Katz
2700,Ondrej Vetchý
2701,Onni Tommila
2702,Ørjan Gamst
2703,Orlando Bloom
2704,Orlando Jones
2705,Orson Bean
2706,Orson Welles
2707,Orto Ignatiussen
2708,Oscar Isaac
2709,Óscar Jaenada
2710,Oscar Pearce
2711,Oscar Steer
2712,Óscar Zafra
2713,Osgood Perkins
2714,O'Shea Jackson Jr.
2715,Osheen Jones
2716,Oshri Cohen
2717,Oskar Werner
2718,Ossie Davis
2719,Otto Preminger
2720,Ouassini Embarek
2721,Owen Kline
2722,Owen Richards
2723,Owen Vaccaro
2724,Owen Wilson
2725,Ozan Güven
2726,Özgür Emre Yildirim
2727,Pablo Cedrón
2728,Pablo Schreiber
2729,Paco León
2730,Paddy Considine
2731,Paddy Wallace
2732,Pala Karuppaiah
2733,Pål Sverre Hagen
2734,Pankaj Kapur
2735,Pankaj Tripathi
2736,Paolo Bonacelli
2737,Parambrata Chattopadhyay
2738,Paresh Rawal
2739,Park Ho-San
2740,Parry Shen
2741,Pascal Bongard
2742,Pascal Greggory
2743,Pascal Rollin
2744,Pasupathy
2745,Pat Boone
2746,Patch Darragh
2747,Pat Healy
2748,Pat Hingle
2749,Pat Morita
2750,Patrick Bergin
2751,Patrick Dempsey
2752,Patrick Disanto
2753,Patrick Fabian
2754,Patrick Fontana
2755,Patrick Fugit
2756,Patrick Godfrey
2757,Patrick Huard
2758,Patrick John Flueger
2759,Patrick Ligardes
2760,Patrick L. Reyes
2761,Patrick Magee
2762,Patrick McGoohan
2763,Patrick Mille
2764,Patrick Mofokeng
2765,Patrick Muldoon
2766,Patrick Stewart
2767,Patrick Swayze
2768,Patrick Warburton
2769,Patrick Wayne
2770,Patrick Wilson
2771,Patton Oswalt
2772,Paul Anderson
2773,Paul A. Partain
2774,Paul Ben-Victor
2775,Paul Bettany
2776,Paul Blair
2777,Paul Burke
2778,Paul Dano
2779,Paul Dawson
2780,Paul Dooley
2781,Paul Fox
2782,Paul Freeman
2783,Paul Giamatti
2784,Paul Guilfoyle
2785,Paul Hampton
2786,Paul Henreid
2787,Paul Hogan
2788,Paul Kelman
2789,Paul McCartney
2790,Paul McGann
2791,Paul Muni
2792,Paul Newman
2793,Paul Nicholls
2794,Paulo Costanzo
2795,Paul Perri
2796,Paul Reiser
2797,Paul Rudd
2798,Paul Sanchez
2799,Paul Schneider
2800,Paul Scofield
2801,Paul Sorvino
2802,Paul Soter
2803,Paul Walker
2804,Paul Walter Hauser
2805,Paul Winfield
2806,Pauly Shore
2807,Pavail Gulati
2808,Pavel Derevyanko
2809,Pawan Malhotra
2810,Pedro Pascal
2811,Penn Badgley
2812,Per Christian Ellefsen
2813,Perry King
2814,Pete O'Herne
2815,Peter Boyle
2816,Peter Capaldi
2817,Peter Cilella
2818,Peter Coyote
2819,Peter Cushing
2820,Peter Dinklage
2821,Peter Donat
2822,Peter Facinelli
2823,Peter Falk
2824,Peter Ferdinando
2825,Peter Finch
2826,Peter Firth
2827,Peter Fonda
2828,Peter Gallagher
2829,Peter Gantzler
2830,Peter Greene
2831,Peter Lanzani
2832,Peter Lorre
2833,Peter MacNicol
2834,Peter Marquardt
2835,Peter Masterson
2836,Peter McRobbie
2837,Peter Meadows
2838,Peter Mooney
2839,Peter Mullan
2840,Peter O'Toole
2841,Peter Outerbridge
2842,Peter Riegert
2843,Peter Sarsgaard
2844,Peter Sellers
2845,Peter Simonischek
2846,Peter Stickles
2847,Peter Stormare
2848,Peter Ustinov
2849,Peter Vaughan
2850,Peter Weller
2851,Peter Wight
2852,Petr Ratimec
2853,Pharrell Williams
2854,Phil Buckman
2855,Phil Daniels
2856,Phil Harris
2857,Phil Hartman
2858,Philip Baker Hall
2859,Philip Ettinger
2860,Philip Merivale
2861,Philippe Leroy
2862,Philip Seymour Hoffman
2863,Pico Alexander
2864,Pierce Brosnan
2865,Pierfrancesco Favino
2866,Pierre Coffin
2867,Pilou Asbæk
2868,PJ DeBoy
2869,Pongpat Wachirabunjong
2870,Powers Boothe
2871,Pradeep Nagar
2872,Pradeep Singh Rawat
2873,Prakash Belawadi
2874,Prakash Raj
2875,Pran
2876,Preben Lerdorff Rye
2877,Presley Chweneyagae
2878,Pulkit Samrat
2879,Purab Kohli
2880,Pyotr Fyodorov
2881,Pyotr Mamonov
2882,Qianyuan Wang
2883,Quentin Crisp
2884,Quentin Tarantino
2885,Quinton Aaron
2886,Rab Affleck
2887,Rabah Nait Oufella
2888,Rade Serbedzija
2889,Rafi Gavron
2890,Raf Vallone
2891,Raghuvir Yadav
2892,Rahul Bhatt
2893,Rahul Patel
2894,Rain
2895,Rainn Wilson
2896,Raja Chaudhary
2897,Rajat Kapoor
2898,Rajeev Khandelwal
2899,Rajinikanth
2900,Rajit Kapoor
2901,Rajkummar Rao
2902,Raj Singh Chaudhary
2903,Ralph Fiennes
2904,Ralph Ineson
2905,Ralph Macchio
2906,Ramana
2907,Rami Malek
2908,Ramón Agirre
2909,Ramón Barea
2910,Ramon Bieri
2911,Ramon Rodriguez
2912,Rana Daggubati
2913,Ranbir Kapoor
2914,Randeep Hooda
2915,Randy Brooks
2916,Randy Couture
2917,Randy Quaid
2918,Ranjan Raj
2919,Ranveer Singh
2920,Raoul Bova
2921,Raoul Max Trujillo
2922,Rapulana Seiphemo
2923,Rasim Öztekin
2924,Rasmus Hardiker
2925,Raul Julia
2926,Rawiri Paratene
2927,Rawle D. Lewis
2928,Ray Bolger
2929,Ray Liotta
2930,Raymond Cruz
2931,Raymond Mearns
2932,Ray Romano
2933,Ray Stevenson
2934,Ray Walston
2935,Ray Winstone
2936,Ray Wise
2937,R.D. Reid
2938,Red Buttons
2939,Redman
2940,Reece Thompson
2941,Reese Hartwig
2942,Reeve Carney
2943,Reggie Bannister
2944,Reginald VelJohnson
2945,Remo Girone
2946,Reni Santoni
2947,Ren Ôsugi
2948,Rex Everhart
2949,Rex Harrison
2950,Rhys Ifans
2951,Rhys Wakefield
2952,Ricardo Darín
2953,Riccardo Scamarcio
2954,Richard Armitage
2955,Richard Attenborough
2956,Richard Ayoade
2957,Richard Basehart
2958,Richard Benjamin
2959,Richard Berry
2960,Richard Beymer
2961,Richard Bohringer
2962,Richard Boone
2963,Richard Brake
2964,Richard Burton
2965,Richard Cabral
2966,Richard Chamberlain
2967,Richard Cox
2968,Richard Coyle
2969,Richard Crenna
2970,Richard Dormer
2971,Richard Dreyfuss
2972,Richard Durden
2973,Richard E. Grant
2974,Richard Farnsworth
2975,Richard Gere
2976,Richard Griffiths
2977,Richard Hagerman
2978,Richard Harris
2979,Richard Haydn
2980,Richard Jaeckel
2981,Richard Jenkins
2982,Richard Johnson
2983,Richard Lane Jr.
2984,Richard Libertini
2985,Richard Linklater
2986,Richard Madden
2987,Richard Masur
2988,Richard McCabe
2989,Richard Moll
2990,Richard Pace
2991,Richard Pryor
2992,Richard Riehle
2993,Richard Roundtree
2994,Richard Roxburgh
2995,Richard Warwick
2996,Richard Widmark
2997,Richard Wilson
2998,Richie Merritt
2999,Rick Gonzalez
3000,Rick Peters
3001,Rick Rossovich
3002,Rickson Tevez
3003,Ricky Gervais
3004,Rick Yune
3005,Ric Young
3006,Rider Strong
3007,Ringo Starr
3008,Rip Torn
3009,Rishi Kapoor
3010,River Phoenix
3011,Riz Ahmed
3012,Rizwan Manji
3013,Rizz Abbasi
3014,RJ Cyler
3015,R. Lee Ermey
3016,Robbie Amell
3017,Robbie Coltrane
3018,Robbie Daymond
3019,Rob Brown
3020,Rob Brydon
3021,Robby Benson
3022,Rob Corddry
3023,Robert Armstrong
3024,Robert B. Martin Jr.
3025,Robert Capron
3026,Robert Carlyle
3027,Robert Daniel Sloan
3028,Robert Deacon
3029,Robert De Niro
3030,Robert Donat
3031,Robert Downey Jr.
3032,Robert Duvall
3033,Robert Englund
3034,Robert Forster
3035,Robert Fortier
3036,Robert Gerard Larkin
3037,Robert Hays
3038,Robert Hoffman
3039,Robert Houston
3040,Robert John Burke
3041,Robert J. Steinmiller Jr.
3042,Robert Knepper
3043,Robert Knott
3044,Robert Loggia
3045,Robert Maillet
3046,Robert Mammone
3047,Robert Mitchum
3048,Robert Newton
3049,Roberto Benigni
3050,Roberto Farías
3051,Robert Pastorelli
3052,Robert Patrick
3053,Robert Pattinson
3054,Robert Prosky
3055,Robert Pugh
3056,Robert Redford
3057,Robert Ri'chard
3058,Robert Sean Leonard
3059,Robert Shaw
3060,Robert Sheehan
3061,Robert Strauss
3062,Robert Taylor
3063,Robert Toupin
3064,Robert Vaughn
3065,Robert Wagner
3066,Robert Wahlberg
3067,Robert Wieckiewicz
3068,Robert Wuhl
3069,Robin Das
3070,Robin Harris
3071,Robin Williams
3072,Rob Jenkins
3073,Rob Lowe
3074,Rob Maxey
3075,Rob Riggle
3076,Rob Schneider
3077,Rocci Williams
3078,Rocco Siffredi
3079,Rock Hudson
3080,Rod Culbertson
3081,Roddy Maude-Roxby
3082,Roddy McDowall
3083,Rodger Bumpass
3084,Rodney A. Grant
3085,Rodney Dangerfield
3086,Rodolfo De Alexandre
3087,Rodolfo Sancho
3088,Rodrigo Santoro
3089,Rod Steiger
3090,Rod Taylor
3091,Roger Barclay
3092,Roger Bart
3093,Roger Daltrey
3094,Roger Miller
3095,Roger Moore
3096,Roger Wilson
3097,Rohan Nichol
3098,Rohit Roy
3099,Rohit Saraf
3100,Roland Møller
3101,Rollo Weeks
3102,Romain Duris
3103,Roman Griffin Davis
3104,Roman Kolinka
3105,Roman Polanski
3106,Romany Malco
3107,Romeo Miller
3108,Ronald Leigh-Hunt
3109,Ronald Zehrfeld
3110,Ronan Collins
3111,Ron Crawford
3112,Ron Eldard
3113,Ron Funches
3114,Ron Glass
3115,Ronit Roy
3116,Ron Leibman
3117,Ron Lester
3118,Ron Livingston
3119,Ron Moody
3120,Ronnie Gene Blevins
3121,Ronnie James Dio
3122,Ronnie Nyakale
3123,Ronny Cox
3124,Ron Perlman
3125,Ron Rifkin
3126,Ron Silver
3127,Rorke Denver
3128,Rory Cochrane
3129,Rory Culkin
3130,Rory J. Saper
3131,Rory Kinnear
3132,Roschdy Zem
3133,Roscoe Lee Browne
3134,Roshan Seth
3135,Ross Anderson
3136,Ross Bagdasarian Jr.
3137,Rossif Sutherland
3138,Ross Malinger
3139,Rowan Atkinson
3140,Roy Atwell
3141,Roy Dotrice
3142,Roy Dupuis
3143,Roy Scheider
3144,Rubén Blades
3145,Ruben Santiago-Hudson
3146,Rudolf Klein-Rogge
3147,Rudy Basquez
3148,Rudy Youngblood
3149,Rufus Jones
3150,Rufus Sewell
3151,Rupert Evans
3152,Rupert Everett
3153,Rupert Friend
3154,Rupert Graves
3155,Rupert Grint
3156,Russ Banham
3157,Russell Bobbitt
3158,Russell Brand
3159,Russell Crowe
3160,Russell Hornsby
3161,Russell Means
3162,Russell Tovey
3163,Russell Wong
3164,Russ Tamblyn
3165,Rutger Hauer
3166,Ryan Boz
3167,Ryan Gosling
3168,Ryan Guzman
3169,Ryan Hurst
3170,Ryan Kwanten
3171,Ryan Lee
3172,Ryan McCluskey
3173,Ryan Merriman
3174,Ryan O'Neal
3175,Ryan Phillippe
3176,Ryan Potter
3177,Ryan Reynolds
3178,Ryan Robbins
3179,Ryan Zheng
3180,Ryder Allen
3181,Ryo Ishibashi
3182,Ryô Kase
3183,RZA
3184,Sacha Baron Cohen
3185,Sachin Pilgaonkar
3186,Safak Sezer
3187,Sagamore Stévenin
3188,Sage Correa
3189,Sage Stallone
3190,Sahil Vedoliyaa
3191,Saïd Taghmaoui
3192,Saif Ali Khan
3193,Salman Khan
3194,Salvatore Abbruzzese
3195,Sam Claflin
3196,Sam Elliott
3197,Samer Bisharat
3198,Sam Heughan
3199,Sam Huntington
3200,Sami Bouajila
3201,Sam Jaeger
3202,Sam Jaffe
3203,Sam Lerner
3204,Sammo Kam-Bo Hung
3205,Sammy Williams
3206,Sam Nagar
3207,Sam Neill
3208,Sampath Raj
3209,Sam Riley
3210,Sam Robards
3211,Sam Rockwell
3212,Sam Shepard
3213,Sam Trammell
3214,Samuel Dietert
3215,Samuel E. Wright
3216,Samuel Gould
3217,Samuel Le Bihan
3218,Samuel L. Jackson
3219,Sam Waterston
3220,Sam Worthington
3221,Samy Naceri
3222,Sándor Csányi
3223,Sandro Dori
3224,Sandy Baron
3225,Sanjay Mishra
3226,Sanjeev Kumar
3227,Santiago Lajusticia
3228,Sascha Radetsky
3229,Sasha Roiz
3230,Sathyaraj
3231,Satish Kaushik
3232,Saurabh Shukla
3233,Saverio Raimondo
3234,Scatman Crothers
3235,Scoot McNairy
3236,Scott Adkins
3237,Scott Adsit
3238,Scott Caan
3239,Scott Eastwood
3240,Scott Glenn
3241,Scott Grimes
3242,Scott Haze
3243,Scott Hazell
3244,Scott Holroyd
3245,Scott H. Reiniger
3246,Scott Kyle
3247,Scott Lawrence
3248,Scott MacDonald
3249,Scott Mechlowicz
3250,Scott Patterson
3251,Scott Schwartz
3252,Scott Shepherd
3253,Scott Speedman
3254,Scott Terra
3255,Scott Weinger
3256,Scott Whyte
3257,Scott Wolf
3258,Seamus Davey-Fitzpatrick
3259,Sean Astin
3260,Sean Bean
3261,Sean Bott
3262,Sean Bridgers
3263,Sean Connery
3264,Sean Faris
3265,Sean Gullette
3266,Sean Harris
3267,Sean Hayes
3268,Sean Kennedy
3269,Seann William Scott
3270,Sean Patrick Flanery
3271,Sean Patrick Thomas
3272,Sean Penn
3273,Sean Sullivan
3274,Sebastian Armesto
3275,Sebastian Bull Sarning
3276,Sebastian Cabot
3277,Sebastian Cavazza
3278,Sebastian Koch
3279,Sebastian Maniscalco
3280,Sebastian Rudolph
3281,Sebastian Stan
3282,Secun de la Rosa
3283,Sener Sen
3284,Seong-hwan Jeon
3285,Serge Riaboukine
3286,Sergey Bodrov
3287,Sergey Makovetskiy
3288,Sergi López
3289,Sessue Hayakawa
3290,Seth Green
3291,Seth MacFarlane
3292,Seth Meyers
3293,Seth Rogen
3294,Settar Tanriögen
3295,Seymour Cassel
3296,Shaan Shahid
3297,Shad Moss
3298,Shahid Kapoor
3299,Shahkrit Yamnarm
3300,Shah Rukh Khan
3301,Shakti Kapoor
3302,Shameik Moore
3303,Shammi Kapoor
3304,Shamoon Abbasi
3305,Shane Brolly
3306,Shane Jacobsen
3307,Shane West
3308,Sharlto Copley
3309,Shaun Benson
3310,Shaun Evans
3311,Shaun J. Brown
3312,Shaun Sipos
3313,Shawn Ashmore
3314,Shawn Doyle
3315,Shawn Driscoll
3316,Shawn Wayans
3317,Shea Adams
3318,Shea Whigham
3319,Sheb Wooley
3320,Shia LaBeouf
3321,Shiladitya Sen
3322,Shiloh Fernandez
3323,Shin Ha-kyun
3324,Shivkumar Subramaniam
3325,Shiv Panditt
3326,Shuler Hensley
3327,Sid Haig
3328,Sidharth Malhotra
3329,Sidney Poitier
3330,Siegfried Rauch
3331,Sigge Fürst
3332,Sigurður Sigurjónsson
3333,Sihung Lung
3334,Silvero Pereira
3335,Silvio Muccino
3336,Simon Abkarian
3337,Simon Baker
3338,Simon Callow
3339,Simone Sacchettino
3340,Simon Fenton
3341,Simon Helberg
3342,Simon Lyndon
3343,Simon Merrells
3344,Simon Pegg
3345,Simon Shepherd
3346,Simon Yam
3347,Sinbad
3348,Sisqó
3349,Siu-Lung Leung
3350,Siu-Wong Fan
3351,S.J. Suryah
3352,Skeet Ulrich
3353,Skyler Gisondo
3354,Slavko Labovic
3355,Sohum Shah
3356,Sonny Landham
3357,Sonu Sood
3358,Søren Malling
3359,Søren Pilmark
3360,Spalding Gray
3361,Spencer Breslin
3362,Spencer Tracy
3363,Spencer Treat Clark
3364,Spike Jonze
3365,Spike Lee
3366,Stacy Keach
3367,Stanley Baker
3368,Stanley Beck
3369,Stanley Holloway
3370,Stanley Tucci
3371,Stark Sands
3372,Stavros Psyllakis
3373,Steele Stebbins
3374,Stellan Skarsgård
3375,Stéphane Algoud
3376,Stephan Hockey
3377,Stephan James
3378,Stephen Baldwin
3379,Stephen Boyd
3380,Stephen Brophy
3381,Stephen Campbell Moore
3382,Stephen Chow
3383,Stephen Collins
3384,Stephen Conroy
3385,Stephen Curry
3386,Stephen Dervan
3387,Stephen Dillane
3388,Stephen Dorff
3389,Stephen Fry
3390,Stephen Furst
3391,Stephen Gevedon
3392,Stephen Graham
3393,Stephen Lang
3394,Stephen McHattie
3395,Stephen McKinley Henderson
3396,Stephen Rea
3397,Stephen Spinella
3398,Stephen Young
3399,Sterling K. Brown
3400,Steve Bisley
3401,Steve Burton
3402,Steve Buscemi
3403,Steve Carell
3404,Steve Coogan
3405,Steve Danielsen
3406,Steve Davis
3407,Steve Guttenberg
3408,Steve Harris
3409,Steve Lemme
3410,Steve Martin
3411,Steve McQueen
3412,Steven Bauer
3413,Steven Brand
3414,Steven Elliot
3415,Steven Keats
3416,Steven Seagal
3417,Steven Strait
3418,Steven Weber
3419,Steven Yeun
3420,Steve Rodgers
3421,Steve Valentine
3422,Steve Whitmire
3423,Steve Wiebe
3424,Steve Zahn
3425,Stuart Graham
3426,Stuart Pankin
3427,Stuart Townsend
3428,Stuart Wilson
3429,Sudeep
3430,Sudhanshu Pandey
3431,Suhail Dabbach
3432,Sullivan Stapleton
3433,Suman
3434,Sumeet Raghavan
3435,Sung Jun
3436,Sung-Ki Ahn
3437,Suniel Shetty
3438,Sunil Thapa
3439,Sun-kyun Lee
3440,Sunny Deol
3441,Sunny Pawar
3442,Sunny Suljic
3443,Suraj Sharma
3444,Suresh Gopi
3445,Suriya
3446,Susumu Terajima
3447,Suvinder Vicky
3448,Sven Nordin
3449,Sverre Anker Ousdal
3450,S.V. Krishna Shankar
3451,Sydney Pollack
3452,Sylvester Stallone
3453,Tadanobu Asano
3454,Tahar Rahim
3455,Tahir Raj Bhasin
3456,Taika Waititi
3457,Takashi Shimura
3458,Takatoshi Kaneko
3459,Takeshi Kaneshiro
3460,Takeshi Kitano
3461,Tak Sakaguchi
3462,Takuya Kimura
3463,Talat Bulut
3464,Tamer Hassan
3465,Tammy Davis
3466,Tanaji Galgunde
3467,Tansel Öngel
3468,Taphon Phopwandee
3469,Tarik Akan
3470,Taron Egerton
3471,Tate Donovan
3472,Tatsuya Mihashi
3473,Tatsuya Nakadai
3474,Taye Diggs
3475,Taylor Kitsch
3476,Taylor Lautner
3477,Taylor Nichols
3478,Tchéky Karyo
3479,T.C. Stallings
3480,Te Aho Eketone-Whitu
3481,Teddy Robin Kwan
3482,Ted Levine
3483,Ted Ross
3484,Temuera Morrison
3485,Tenzing Norgay Trainor
3486,Tenzin Thuthob Tsarong
3487,Tenzin Yeshi Paichang
3488,Teo Halm
3489,Terence Alexander
3490,Terence Stamp
3491,Terrence Howard
3492,Terrence Mann
3493,Terry Alexander
3494,Terry Bradshaw
3495,Terry Crews
3496,Terry O'Quinn
3497,Terry Potter
3498,Terry Serpico
3499,Tesshô Genda
3500,Tetsu Sawaki
3501,Tetsu Watanabe
3502,Thaer Al-Shayei
3503,Thanawut Ketsaro
3504,Thardelly Lima
3505,Theodór Júlíusson
3506,Theo James
3507,Thierry Neuvic
3508,Thomas Aquino
3509,Thomas Bo Larsen
3510,Thomas Brodie-Sangster
3511,Thomas Curtis
3512,Thomas Dekker
3513,Thomas D. Mahard
3514,Thomas F. Wilson
3515,Thomas Gibson
3516,Thomas Gullestad
3517,Thomas Haden Church
3518,Thomas Hanzon
3519,Thomas Ian Griffith
3520,Thomas Ian Nicholas
3521,Thomas Jane
3522,Thomas Kretschmann
3523,Thomas Lennon
3524,Thomas Mann
3525,Thomas McDonell
3526,Thomas Mitchell
3527,Thomas M. Wright
3528,Thomas Sadoski
3529,Thom Hoffman
3530,Thure Lindhardt
3531,T.I.
3532,Tiger Shroff
3533,Tijmen Govaerts
3534,Til Schweiger
3535,Tim Allen
3536,Tim Blake Nelson
3537,Tim Curry
3538,Tim Daly
3539,Tim Heidecker
3540,Tim Matheson
3541,Tim McGraw
3542,Tim Meadows
3543,Timothée Chalamet
3544,Timothy Dalton
3545,Timothy Hutton
3546,Timothy McKinney
3547,Timothy Olyphant
3548,Timothy Spall
3549,Timothy Van Patten
3550,Timothy V. Murphy
3551,Timothy Webber
3552,Tim Robbins
3553,Tim Roth
3554,Timuçin Esen
3555,T.J. Cross
3556,T.J. Miller
3557,Tobey Maguire
3558,Tobin Bell
3559,Toby Froud
3560,Toby Jones
3561,Toby Kebbell
3562,Toby Stephens
3563,Todd Field
3564,Todd Jensen
3565,Todd Louiso
3566,Togo Igawa
3567,Tom Arnold
3568,Tomas Milian
3569,Tom Atkins
3570,Tom Berenger
3571,Tom Bower
3572,Tom Budge
3573,Tom Costello
3574,Tom Courtenay
3575,Tom Cruise
3576,Tom Cullen
3577,Tom Everett Scott
3578,Tom Felton
3579,Tom Fisher
3580,Tom Glynn-Carney
3581,Tom Hanks
3582,Tom Hardy
3583,Tom Helmore
3584,Tom Hiddleston
3585,Tom Holland
3586,Tom Hopper
3587,Tom Hulce
3588,Tom Kenny
3589,Tom Lister Jr.
3590,Tom McGrath
3591,Tom Mison
3592,Tommy Flanagan
3593,Tommy Lee Jones
3594,Tom Noonan
3595,Tomohiro Kaku
3596,Tom Pelphrey
3597,Tom Prior
3598,Tom Selleck
3599,Tom Sizemore
3600,Tom Skerritt
3601,Tom Sturridge
3602,Tom Taylor
3603,Tom Welling
3604,Tom Wilkinson
3605,Toni Servillo
3606,Tony Amendola
3607,Tony Chiu-Wai Leung
3608,Tony Cox
3609,Tony Curran
3610,Tony Curtis
3611,Tony D'Amario
3612,Tony Danza
3613,Tony Goldwyn
3614,Tony Hale
3615,Tony Ka Fai Leung
3616,Tony Kgoroge
3617,Tony Moran
3618,Tony Revolori
3619,Tony Roberts
3620,Tony Shalhoub
3621,Tony Todd
3622,Topher Grace
3623,Toru Uchikado
3624,Toshirô Mifune
3625,Tota Roy Chowdhury
3626,T.P. McKenna
3627,Trace Adkins
3628,Tracey Walter
3629,Tracy Goode
3630,Tracy Letts
3631,Tracy Morgan
3632,Travis Fimmel
3633,Travis Tritt
3634,Travis W Bruyer
3635,Travis Wester
3636,Treat Williams
3637,Trevante Rhodes
3638,Trevor Wright
3639,Trey Parker
3640,Troels Lyby
3641,Troilo
3642,Troy Garity
3643,Troy Kotsur
3644,Trystan Pütter
3645,Tsutomu Yamazaki
3646,Tsuyoshi Ihara
3647,Tsuyoshi Ujiki
3648,Tucker Albrizzi
3649,Tulku Jamyang Kunga Tenzin
3650,Tushar Dalvi
3651,Ty Burrell
